region,region_code,departement,arrondissement,ville_canton
Est,ES,Boumba Et Ngoko,Moloundou,Djako-essel
Est,ES,Boumba Et Ngoko,Moloundou,Mouloudou Ville
Est,ES,Boumba Et Ngoko,Moloundou,Ville De Moloundou
Est,ES,Boumba Et Ngoko,Salapoumbe,Bangando
Est,ES,Boumba Et Ngoko,Salapoumbe,Mbomam
Est,ES,Boumba Et Ngoko,Salapoumbe,Mboman
Est,ES,Boumba Et Ngoko,Salapoumbe,Salapoumbe Ville
Est,ES,Boumba Et Ngoko,Yokadouma,Bangue
Est,ES,Boumba Et Ngoko,Yokadouma,Bidjouki
Est,ES,Boumba Et Ngoko,Yokadouma,Kanabembe
Est,ES,Boumba Et Ngoko,Yokadouma,Konabembe
Est,ES,Boumba Et Ngoko,Yokadouma,Mpou Mpon
Est,ES,Boumba Et Ngoko,Yokadouma,Mpou Mpong
Est,ES,Boumba Et Ngoko,Yokadouma,Mpou-mpong
Est,ES,Boumba Et Ngoko,Yokadouma,Yokadouma Ville
Est,ES,Haut-nyong,Abong-mbang,Abong-mbang Ville
Est,ES,Haut-nyong,Abong-mbang,Bebenb
Est,ES,Haut-nyong,Abong-mbang,Bebend
Est,ES,Haut-nyong,Bebeng,Bebend Ville
Est,ES,Haut-nyong,Bebeng,Maka Bebend
Est,ES,Haut-nyong,Dimako,Bakoum
Est,ES,Haut-nyong,Dimako,Dimako Ville
Est,ES,Haut-nyong,Dja,Badjoue
Est,ES,Haut-nyong,Dja,Dadjoue
Est,ES,Haut-nyong,Dja,Djem
Est,ES,Haut-nyong,Doumaintang,Doumaintang Ville
Est,ES,Haut-nyong,Doumaintang,Maka Mbouanz
Est,ES,Haut-nyong,Doumaintang,Omvang Sekonda
Est,ES,Haut-nyong,Doume,Bakoum Doume
Est,ES,Haut-nyong,Doume,Doume Ville
Est,ES,Haut-nyong,Doume,Maka Mboanz
Est,ES,Haut-nyong,Doume,Maka Mboanz Route
Est,ES,Haut-nyong,Lomie,Djem Centre
Est,ES,Haut-nyong,Lomie,Lomie Ville
Est,ES,Haut-nyong,Lomie,Nzime Centre
Est,ES,Haut-nyong,Lomie,Nzime Est
Est,ES,Haut-nyong,Lomie,Nzime Mord
Est,ES,Haut-nyong,Lomie,Nzime Nord
Est,ES,Haut-nyong,Lomie,Nzime-centre
Est,ES,Haut-nyong,Lomie,Nzime-est
Est,ES,Haut-nyong,Lomie,Nzime-nord
Est,ES,Haut-nyong,Mboanz,Maka Mboanz
Est,ES,Haut-nyong,Mboanz,Mboanz Ville
Est,ES,Haut-nyong,Mboma,Ayong Yerap
Est,ES,Haut-nyong,Mboma,Mboma Ville
Est,ES,Haut-nyong,Messamena,Badjoue
Est,ES,Haut-nyong,Messamena,Badjoue Nord
Est,ES,Haut-nyong,Messamena,Bikele Nord
Est,ES,Haut-nyong,Messamena,Leh Mpoo
Est,ES,Haut-nyong,Messamena,Messamena Ville
Est,ES,Haut-nyong,Messok,Djem
Est,ES,Haut-nyong,Messok,Messok Ville
Est,ES,Haut-nyong,Messok,Ndjimou Du Sud
Est,ES,Haut-nyong,Ngoyla,Djem Mie Nord
Est,ES,Haut-nyong,Ngoyla,Djem Mie Sud
Est,ES,Haut-nyong,Ngoyla,Mballam Ii Alati
Est,ES,Haut-nyong,Ngoyla,Ngoyla Sud
Est,ES,Haut-nyong,Ngoyla,Ngoyla Ville
Est,ES,Haut-nyong,Nguelmendouga,Ebessep
Est,ES,Haut-nyong,Nguelmendouga,Nguelemendouka Ville
Est,ES,Haut-nyong,Nguelmendouga,Omvang Ngomeya
Est,ES,Haut-nyong,Nguelmendouga,Omvang Seconda
Est,ES,Haut-nyong,Somalomo,Badjoue Nord
Est,ES,Haut-nyong,Somalomo,Dja
Est,ES,Haut-nyong,Somalomo,Leh Et Mpoo
Est,ES,Haut-nyong,Somalomo,Leh Mpoo
Est,ES,Haut-nyong,Somalomo,Somalomo Ville
Est,ES,Kadey,Batouri,Batouri Ville
Est,ES,Kadey,Batouri,Kako Mbondjo'o
Est,ES,Kadey,Batouri,Kako Ngbwako
Est,ES,Kadey,Bombe,Bombe Ville
Est,ES,Kadey,Bombe,Kentzou Rural
Est,ES,Kadey,Kette,Gbaya Est
Est,ES,Kadey,Kette,Gbaya Est
Est,ES,Kadey,Kette,Gbaya-est
Est,ES,Kadey,Kette,Kette
Est,ES,Kadey,Kette,Kette Ville
Est,ES,Kadey,Mbang,Bagantou
Est,ES,Kadey,Mbang,Bangantou
Est,ES,Kadey,Mbang,Boly Lossou
Est,ES,Kadey,Mbang,Gbwei Mbopalo
Est,ES,Kadey,Mbang,Mbang
Est,ES,Kadey,Mbang,Mbang Ville
Est,ES,Kadey,Mbang,Mezima
Est,ES,Kadey,Mbang,Mezime
Est,ES,Kadey,Mbang,Molobo
Est,ES,Kadey,Mbotoro,Gbaya Est
Est,ES,Kadey,Mbotoro,Mbotoro Ville
Est,ES,Kadey,Ndelele,Kako Bera
Est,ES,Kadey,Ndelele,Kako Mbessem*
Est,ES,Kadey,Ndelele,Kako Mbessembo
Est,ES,Kadey,Ndelele,Ndelele Ville
Est,ES,Kadey,Ndelele,Ville De Ndelele
Est,ES,Kadey,Ndem-nam,Borong
Est,ES,Kadey,Ndem-nam,Mbonguendi
Est,ES,Kadey,Ndem-nam,Nguelebok Ville
Est,ES,Lom Et Djerem,Belabo,Adiah
Est,ES,Lom Et Djerem,Belabo,Akok-mekel I
Est,ES,Lom Et Djerem,Belabo,Akok-mekel Ii_11
Est,ES,Lom Et Djerem,Belabo,Awakan
Est,ES,Lom Et Djerem,Belabo,Belabo Village - Mvounde
Est,ES,Lom Et Djerem,Belabo,Bikibon
Est,ES,Lom Et Djerem,Belabo,Bitami
Est,ES,Lom Et Djerem,Belabo,Bloc 1
Est,ES,Lom Et Djerem,Belabo,Bloc 2
Est,ES,Lom Et Djerem,Belabo,Bloc 3
Est,ES,Lom Et Djerem,Belabo,Bloc I
Est,ES,Lom Et Djerem,Belabo,Bloc Ii
Est,ES,Lom Et Djerem,Belabo,Bloc Iii
Est,ES,Lom Et Djerem,Belabo,Bloc Iv
Est,ES,Lom Et Djerem,Belabo,Bombi
Est,ES,Lom Et Djerem,Belabo,Bowowo
Est,ES,Lom Et Djerem,Belabo,Cambocassi - Manidjong
Est,ES,Lom Et Djerem,Belabo,Camp Colboss
Est,ES,Lom Et Djerem,Belabo,Deng-deng Manjou
Est,ES,Lom Et Djerem,Belabo,Deux Cent
Est,ES,Lom Et Djerem,Belabo,Dibam
Est,ES,Lom Et Djerem,Belabo,Dimon
Est,ES,Lom Et Djerem,Belabo,Djangane
Est,ES,Lom Et Djerem,Belabo,Djesse Djangane 2
Est,ES,Lom Et Djerem,Belabo,Dondi
Est,ES,Lom Et Djerem,Belabo,Dondi Inter - Kila
Est,ES,Lom Et Djerem,Belabo,Ebaka Ii
Est,ES,Lom Et Djerem,Belabo,Ekombitie
Est,ES,Lom Et Djerem,Belabo,Elobi
Est,ES,Lom Et Djerem,Belabo,Essamiem
Est,ES,Lom Et Djerem,Belabo,Essandjane
Est,ES,Lom Et Djerem,Belabo,Gbadanga
Est,ES,Lom Et Djerem,Belabo,Goyoum Village
Est,ES,Lom Et Djerem,Belabo,Grand-village
Est,ES,Lom Et Djerem,Belabo,Haman
Est,ES,Lom Et Djerem,Belabo,Hameau
Est,ES,Lom Et Djerem,Belabo,Haoussa
Est,ES,Lom Et Djerem,Belabo,Hona
Est,ES,Lom Et Djerem,Belabo,Kalbe
Est,ES,Lom Et Djerem,Belabo,Koundi Centre
Est,ES,Lom Et Djerem,Belabo,Koundi Inter- Petit Koundi
Est,ES,Lom Et Djerem,Belabo,Lom 2
Est,ES,Lom Et Djerem,Belabo,Londia
Est,ES,Lom Et Djerem,Belabo,Mambaya
Est,ES,Lom Et Djerem,Belabo,Mansa
Est,ES,Lom Et Djerem,Belabo,Mbaki 1
Est,ES,Lom Et Djerem,Belabo,Mbaki 2
Est,ES,Lom Et Djerem,Belabo,Mbaki Village
Est,ES,Lom Et Djerem,Belabo,Mbambassi
Est,ES,Lom Et Djerem,Belabo,Mbambo
Est,ES,Lom Et Djerem,Belabo,Mbea
Est,ES,Lom Et Djerem,Belabo,Mbethen 1
Est,ES,Lom Et Djerem,Belabo,Mbethen 2
Est,ES,Lom Et Djerem,Belabo,Mekel Ii
Est,ES,Lom Et Djerem,Belabo,Mongo-seng
Est,ES,Lom Et Djerem,Belabo,Ndemba 1
Est,ES,Lom Et Djerem,Belabo,Ndjong Melen
Est,ES,Lom Et Djerem,Belabo,Ndjonmeleng
Est,ES,Lom Et Djerem,Belabo,Ndoumba-kanga 1
Est,ES,Lom Et Djerem,Belabo,Ndoumba-kanga Centre
Est,ES,Lom Et Djerem,Belabo,Ndoumba-kanga Rail
Est,ES,Lom Et Djerem,Belabo,Ngoulemakong
Est,ES,Lom Et Djerem,Belabo,Nkolo
Est,ES,Lom Et Djerem,Belabo,Nlongkack
Est,ES,Lom Et Djerem,Belabo,Ouami
Est,ES,Lom Et Djerem,Belabo,Oyack
Est,ES,Lom Et Djerem,Belabo,Pouthey
Est,ES,Lom Et Djerem,Belabo,Sakoudi
Est,ES,Lom Et Djerem,Belabo,Satando
Est,ES,Lom Et Djerem,Belabo,Sikondi
Est,ES,Lom Et Djerem,Belabo,Tamtseck
Est,ES,Lom Et Djerem,Belabo,Woutchaba
Est,ES,Lom Et Djerem,Belabo,Yambeng
Est,ES,Lom Et Djerem,Belabo,Yamboe
Est,ES,Lom Et Djerem,Belabo,Yanda-bobilis
Est,ES,Lom Et Djerem,Belabo,Yebi Tournant
Est,ES,Lom Et Djerem,Belabo,Yoko-betougou
Est,ES,Lom Et Djerem,Bertoua 1,Bertoua
Est,ES,Lom Et Djerem,Bertoua 1,Bertoua Ville
Est,ES,Lom Et Djerem,Bertoua 2,Bertoua
Est,ES,Lom Et Djerem,Bertoua 2,Bertoua Ville
Est,ES,Lom Et Djerem,Bertoua 2,Gbaya
Est,ES,Lom Et Djerem,Betare-oya,Lai
Est,ES,Lom Et Djerem,Betare-oya,Laï
Est,ES,Lom Et Djerem,Betare-oya,M'bitom
Est,ES,Lom Et Djerem,Betare-oya,Mbitom
Est,ES,Lom Et Djerem,Betare-oya,Ville De Bétaré-oya
Est,ES,Lom Et Djerem,Betare-oya,Yayoue
Est,ES,Lom Et Djerem,Diang,Bamvele
Est,ES,Lom Et Djerem,Diang,Bobolis Ii
Est,ES,Lom Et Djerem,Diang,Diang Ville
Est,ES,Lom Et Djerem,Diang,Maka Du Nord
Est,ES,Lom Et Djerem,Garoua-boulay,Badan (gbaya-doka)
Est,ES,Lom Et Djerem,Garoua-boulay,Garoua Boulai Ville
Est,ES,Lom Et Djerem,Garoua-boulay,Garoua-boula
Est,ES,Lom Et Djerem,Garoua-boulay,Gbaya Doka (bindiba)
Est,ES,Lom Et Djerem,Garoua-boulay,Ville De Garoua-boula
Est,ES,Lom Et Djerem,Mandjou,Gbaya Rural
Est,ES,Lom Et Djerem,Mandjou,Mandjou Ville
Est,ES,Lom Et Djerem,Ngoura,Bodomo
Est,ES,Lom Et Djerem,Ngoura,Gbanguiba
Est,ES,Lom Et Djerem,Ngoura,Gbanguinba
Est,ES,Lom Et Djerem,Ngoura,Gbanguinda
Est,ES,Lom Et Djerem,Ngoura,Gbaya-bodomo
Est,ES,Lom Et Djerem,Ngoura,Ngoura Ville
Extreme-Nord,EN,Diamare,Bogo,Bagalaf
Extreme-Nord,EN,Diamare,Bogo,Balda
Extreme-Nord,EN,Diamare,Bogo,Bogo Nord
Extreme-Nord,EN,Diamare,Bogo,Bogo Sud
Extreme-Nord,EN,Diamare,Bogo,Bogo Ville
Extreme-Nord,EN,Diamare,Bogo,Djiddel
Extreme-Nord,EN,Diamare,Bogo,Giuinglaye
Extreme-Nord,EN,Diamare,Bogo,Guinglaye
Extreme-Nord,EN,Diamare,Bogo,Madaka
Extreme-Nord,EN,Diamare,Bogo,Mororo
Extreme-Nord,EN,Diamare,Bogo,Saoudjo
Extreme-Nord,EN,Diamare,Bogo,Sedek
Extreme-Nord,EN,Diamare,Bogo,Tankirou
Extreme-Nord,EN,Diamare,Bogo,Wouro Messere
Extreme-Nord,EN,Diamare,Dargala,Dambaye
Extreme-Nord,EN,Diamare,Dargala,Dargala Rural
Extreme-Nord,EN,Diamare,Dargala,Dargala Ville
Extreme-Nord,EN,Diamare,Dargala,Kaheo
Extreme-Nord,EN,Diamare,Dargala,Wouro Zangui
Extreme-Nord,EN,Diamare,Dargala,Yoldeo
Extreme-Nord,EN,Diamare,Gazawa,Gazawa Rural
Extreme-Nord,EN,Diamare,Gazawa,Gazawa Ville
Extreme-Nord,EN,Diamare,Maroua 1,Dakar
Extreme-Nord,EN,Diamare,Maroua 1,Kaoutal
Extreme-Nord,EN,Diamare,Maroua 1,Katoual
Extreme-Nord,EN,Diamare,Maroua 1,Maroua Ville
Extreme-Nord,EN,Diamare,Maroua 1,Meskine
Extreme-Nord,EN,Diamare,Maroua 1,Salak
Extreme-Nord,EN,Diamare,Maroua 2,Dogba
Extreme-Nord,EN,Diamare,Maroua 2,Gayak
Extreme-Nord,EN,Diamare,Maroua 2,Kossewa
Extreme-Nord,EN,Diamare,Maroua 2,Maroua Ville
Extreme-Nord,EN,Diamare,Maroua 2,Papata
Extreme-Nord,EN,Diamare,Maroua 3,Balaza Alkali
Extreme-Nord,EN,Diamare,Maroua 3,Balaza Lawane
Extreme-Nord,EN,Diamare,Maroua 3,Djoul Gouf
Extreme-Nord,EN,Diamare,Maroua 3,Kodek
Extreme-Nord,EN,Diamare,Maroua 3,Kongola Djiddeo
Extreme-Nord,EN,Diamare,Maroua 3,Kongola Djiddéo
Extreme-Nord,EN,Diamare,Maroua 3,Kongola Djolao
Extreme-Nord,EN,Diamare,Maroua 3,Kongola Said
Extreme-Nord,EN,Diamare,Maroua 3,Maroua Ville
Extreme-Nord,EN,Diamare,Meri,Doulek
Extreme-Nord,EN,Diamare,Meri,Douroum
Extreme-Nord,EN,Diamare,Meri,Douvangar
Extreme-Nord,EN,Diamare,Meri,Godola
Extreme-Nord,EN,Diamare,Meri,Kalliao
Extreme-Nord,EN,Diamare,Meri,Manbang
Extreme-Nord,EN,Diamare,Meri,Mbozo
Extreme-Nord,EN,Diamare,Meri,Meri Rural
Extreme-Nord,EN,Diamare,Meri,Meri Ville
Extreme-Nord,EN,Diamare,Meri,Ouazzang
Extreme-Nord,EN,Diamare,Meri,Tchere
Extreme-Nord,EN,Diamare,Ndoukouloa,Gawel
Extreme-Nord,EN,Diamare,Ndoukouloa,Kola
Extreme-Nord,EN,Diamare,Ndoukouloa,Ndoukoula Rural
Extreme-Nord,EN,Diamare,Ndoukouloa,Ndoukoula Ville
Extreme-Nord,EN,Diamare,Ndoukouloa,Ouzal-loulou
Extreme-Nord,EN,Diamare,Ndoukouloa,Zongoya
Extreme-Nord,EN,Diamare,Pette,Fadare
Extreme-Nord,EN,Diamare,Pette,Malam Petel
Extreme-Nord,EN,Diamare,Pette,Pette Rural
Extreme-Nord,EN,Diamare,Pette,Pette Ville
Extreme-Nord,EN,Logone Et Chari,Blangoua,Blangoua Ville
Extreme-Nord,EN,Logone Et Chari,Blangoua,Sultanat De Goulfey
Extreme-Nord,EN,Logone Et Chari,Darak,Darak Rural
Extreme-Nord,EN,Logone Et Chari,Darak,Darak Ville
Extreme-Nord,EN,Logone Et Chari,Fotokol,Aboudangala
Extreme-Nord,EN,Logone Et Chari,Fotokol,Amchilga
Extreme-Nord,EN,Logone Et Chari,Fotokol,Fokokol Ville
Extreme-Nord,EN,Logone Et Chari,Fotokol,Kokio
Extreme-Nord,EN,Logone Et Chari,Fotokol,Makari
Extreme-Nord,EN,Logone Et Chari,Fotokol,Makary
Extreme-Nord,EN,Logone Et Chari,Fotokol,Warou 1
Extreme-Nord,EN,Logone Et Chari,Fotokol,Warou 2
Extreme-Nord,EN,Logone Et Chari,Fotokol,Woromari
Extreme-Nord,EN,Logone Et Chari,Goulfey,Amdane
Extreme-Nord,EN,Logone Et Chari,Goulfey,Amfara
Extreme-Nord,EN,Logone Et Chari,Goulfey,Goulfey Ville
Extreme-Nord,EN,Logone Et Chari,Goulfey,Nadji
Extreme-Nord,EN,Logone Et Chari,Goulfey,Nimia
Extreme-Nord,EN,Logone Et Chari,Goulfey,Sultanat De Goulfey
Extreme-Nord,EN,Logone Et Chari,Goulfey,Takoulwebé
Extreme-Nord,EN,Logone Et Chari,Hile-halifa,Hile-alifa Rural
Extreme-Nord,EN,Logone Et Chari,Hile-halifa,Hile-halifa Ville
Extreme-Nord,EN,Logone Et Chari,Kousseri,Amchedir
Extreme-Nord,EN,Logone Et Chari,Kousseri,Guebala
Extreme-Nord,EN,Logone Et Chari,Kousseri,Kousseri Ville
Extreme-Nord,EN,Logone Et Chari,Logone-birni,El Birke
Extreme-Nord,EN,Logone Et Chari,Logone-birni,Hinale
Extreme-Nord,EN,Logone Et Chari,Logone-birni,Kala Kafra
Extreme-Nord,EN,Logone Et Chari,Logone-birni,Kala-kafra
Extreme-Nord,EN,Logone Et Chari,Logone-birni,Logone Birni Ville
Extreme-Nord,EN,Logone Et Chari,Logone-birni,Madiako
Extreme-Nord,EN,Logone Et Chari,Logone-birni,Madioko
Extreme-Nord,EN,Logone Et Chari,Makary,Aboudangala
Extreme-Nord,EN,Logone Et Chari,Makary,Afade
Extreme-Nord,EN,Logone Et Chari,Makary,Amchilda
Extreme-Nord,EN,Logone Et Chari,Makary,Amchilga
Extreme-Nord,EN,Logone Et Chari,Makary,Bodo
Extreme-Nord,EN,Logone Et Chari,Makary,D'aboukouss-kawalme
Extreme-Nord,EN,Logone Et Chari,Makary,Gueillala
Extreme-Nord,EN,Logone Et Chari,Makary,Hedre
Extreme-Nord,EN,Logone Et Chari,Makary,Kokio
Extreme-Nord,EN,Logone Et Chari,Makary,Makari Ville
Extreme-Nord,EN,Logone Et Chari,Makary,Naïra
Extreme-Nord,EN,Logone Et Chari,Makary,Ngardougoum
Extreme-Nord,EN,Logone Et Chari,Makary,Ngaïwa
Extreme-Nord,EN,Logone Et Chari,Makary,Sagme
Extreme-Nord,EN,Logone Et Chari,Makary,Sultanat De Makari
Extreme-Nord,EN,Logone Et Chari,Makary,Warou 1 Kawalme
Extreme-Nord,EN,Logone Et Chari,Makary,Warou 2
Extreme-Nord,EN,Logone Et Chari,Makary,Woulky
Extreme-Nord,EN,Logone Et Chari,Waza,Ngame
Extreme-Nord,EN,Logone Et Chari,Waza,Waza Rural
Extreme-Nord,EN,Logone Et Chari,Waza,Waza Ville
Extreme-Nord,EN,Logone Et Chari,Zina,Lahai
Extreme-Nord,EN,Logone Et Chari,Zina,Mazera
Extreme-Nord,EN,Logone Et Chari,Zina,Ngodeni
Extreme-Nord,EN,Logone Et Chari,Zina,Zina Ville
Extreme-Nord,EN,Mayo-danay,Datcheka,Datcheka Ville
Extreme-Nord,EN,Mayo-danay,Datcheka,Doukoula
Extreme-Nord,EN,Mayo-danay,Gobo,Bougoudoum
Extreme-Nord,EN,Mayo-danay,Gobo,Gobo Ville
Extreme-Nord,EN,Mayo-danay,Gobo,Moussey
Extreme-Nord,EN,Mayo-danay,Guere,Bangana/ Saavoussou
Extreme-Nord,EN,Mayo-danay,Guere,Guere Ville
Extreme-Nord,EN,Mayo-danay,Guere,Guibi
Extreme-Nord,EN,Mayo-danay,Guere,Guisaye
Extreme-Nord,EN,Mayo-danay,Kaikai,Guirvidig
Extreme-Nord,EN,Mayo-danay,Kaikai,Pouss
Extreme-Nord,EN,Mayo-danay,Kaikai,Ville De Kai Kai
Extreme-Nord,EN,Mayo-danay,Kalfou,Kalfou Rural
Extreme-Nord,EN,Mayo-danay,Kalfou,Ville De Kalfou
Extreme-Nord,EN,Mayo-danay,Karhay,Doukoula Rural
Extreme-Nord,EN,Mayo-danay,Karhay,Ville De Doukoula
Extreme-Nord,EN,Mayo-danay,Maga,Guidiguis
Extreme-Nord,EN,Mayo-danay,Maga,Guirvidig
Extreme-Nord,EN,Mayo-danay,Maga,Maga Ville
Extreme-Nord,EN,Mayo-danay,Maga,Pouss
Extreme-Nord,EN,Mayo-danay,Tchatibaly,Tchatibali Rural
Extreme-Nord,EN,Mayo-danay,Tchatibaly,Tchatibali Ville
Extreme-Nord,EN,Mayo-danay,Vele,Vele Ville/ Gueme
Extreme-Nord,EN,Mayo-danay,Vele,Yagoua Vele
Extreme-Nord,EN,Mayo-danay,Wina,Wina Rural
Extreme-Nord,EN,Mayo-danay,Wina,Wina Ville
Extreme-Nord,EN,Mayo-danay,Yagoua,Yagoua Rural
Extreme-Nord,EN,Mayo-danay,Yagoua,Yagoua Ville
Extreme-Nord,EN,Mayo-kani,Guidiguis,Doubane
Extreme-Nord,EN,Mayo-kani,Guidiguis,Gudiguis Rural
Extreme-Nord,EN,Mayo-kani,Guidiguis,Guidiguis Rural
Extreme-Nord,EN,Mayo-kani,Guidiguis,Guidiguis Ville
Extreme-Nord,EN,Mayo-kani,Kaele,Boboyo
Extreme-Nord,EN,Mayo-kani,Kaele,Doumrou
Extreme-Nord,EN,Mayo-kani,Kaele,Dourmou
Extreme-Nord,EN,Mayo-kani,Kaele,Kaele Rural
Extreme-Nord,EN,Mayo-kani,Kaele,Kaele Ville
Extreme-Nord,EN,Mayo-kani,Kaele,Lara
Extreme-Nord,EN,Mayo-kani,Kaele,Midjivin
Extreme-Nord,EN,Mayo-kani,Mindif,Djappai
Extreme-Nord,EN,Mayo-kani,Mindif,Loubour
Extreme-Nord,EN,Mayo-kani,Mindif,Matfai
Extreme-Nord,EN,Mayo-kani,Mindif,Mindif Rural
Extreme-Nord,EN,Mayo-kani,Mindif,Mindif Ville
Extreme-Nord,EN,Mayo-kani,Mindif,Mogom
Extreme-Nord,EN,Mayo-kani,Mindif,Yakang
Extreme-Nord,EN,Mayo-kani,Moulvoudaye,Daram
Extreme-Nord,EN,Mayo-kani,Moulvoudaye,Goudoum-goudoum
Extreme-Nord,EN,Mayo-kani,Moulvoudaye,Horlong
Extreme-Nord,EN,Mayo-kani,Moulvoudaye,Kadaye
Extreme-Nord,EN,Mayo-kani,Moulvoudaye,Kobbo
Extreme-Nord,EN,Mayo-kani,Moulvoudaye,Kolara
Extreme-Nord,EN,Mayo-kani,Moulvoudaye,Korre
Extreme-Nord,EN,Mayo-kani,Moulvoudaye,Moulvoudaye Rural
Extreme-Nord,EN,Mayo-kani,Moulvoudaye,Moulvoudaye Ville
Extreme-Nord,EN,Mayo-kani,Moutourwa,Moutourwa Rural
Extreme-Nord,EN,Mayo-kani,Moutourwa,Moutourwa Ville
Extreme-Nord,EN,Mayo-kani,Porhi,Bizili
Extreme-Nord,EN,Mayo-kani,Porhi,Porhi Ville
Extreme-Nord,EN,Mayo-kani,Porhi,Touloum
Extreme-Nord,EN,Mayo-kani,Taibong,Barlang
Extreme-Nord,EN,Mayo-kani,Taibong,Danhou
Extreme-Nord,EN,Mayo-kani,Taibong,Domba
Extreme-Nord,EN,Mayo-kani,Taibong,Dongrosse Balane
Extreme-Nord,EN,Mayo-kani,Taibong,Dziguilao
Extreme-Nord,EN,Mayo-kani,Taibong,Dziguilao Ville
Extreme-Nord,EN,Mayo-kani,Taibong,Golonghini
Extreme-Nord,EN,Mayo-kani,Taibong,Goundaye
Extreme-Nord,EN,Mayo-kani,Taibong,Goundaye Mapore
Extreme-Nord,EN,Mayo-kani,Taibong,Mbrondong
Extreme-Nord,EN,Mayo-kani,Taibong,Soueye
Extreme-Nord,EN,Mayo-sava,Kolofata,Alagarino Doungous
Extreme-Nord,EN,Mayo-sava,Kolofata,Amchide
Extreme-Nord,EN,Mayo-sava,Kolofata,Gadero Kaffi
Extreme-Nord,EN,Mayo-sava,Kolofata,Gance
Extreme-Nord,EN,Mayo-sava,Kolofata,Grea
Extreme-Nord,EN,Mayo-sava,Kolofata,Kerawa
Extreme-Nord,EN,Mayo-sava,Kolofata,Kerewa
Extreme-Nord,EN,Mayo-sava,Kolofata,Kolofata Rural
Extreme-Nord,EN,Mayo-sava,Kolofata,Kolofata Ville
Extreme-Nord,EN,Mayo-sava,Kolofata,Kouyape
